"","mice","date_expe","AGE","AGE_MONTHS","REMAINTIME","PRED","BW","BT","FAT","FINKCALs","GLY","P5","Dim.1","STATUS"
"1",1,2021-07-23,659,"21.6",346,"under60",33.6,37.4,8.74,13.63425,190,44.355,2.351258584512,"NS"
"2",1,2021-08-27,694,"22.8",311,"under60",35.26,37.1,10.66,12.08718,204,109.511,2.86871740317191,"NS"
"3",1,2021-09-21,719,"23.6",286,"under60",36.45,36.8,12.436,13.973715,177,69.415,2.84568129981653,"NS"
"4",1,2021-10-12,740,"24.3",265,"under60",35.76,35.9,11.387,11.669805,189,53.64,2.07702868815566,"NS"
"5",1,2021-11-03,762,"25.0",243,"under60",35.74,38.1,10.756,12.88854,203,45.773,3.24113306007116,"NS"
"6",1,2021-11-23,782,"25.6",223,"under60",35.61,36.9,10.581,13.439475,194,37.101,2.65722034222602,"NS"
"7",1,2021-12-14,803,"26.3",202,"under60",34.68,37.2,9.204,13.840155,172,37.625,2.13989328300824,"NS"
"8",1,2022-01-04,824,"27.0",181,"under60",35.33,36.1,10.574,13.305915,182,45.68,2.11171460382302,"NS"
"9",1,2022-02-01,852,"27.9",153,"under60",34.44,37,8.623,9.966915,170,48.601,1.30424251509909,"NS"
"10",1,2022-02-15,866,"28.4",139,"under60",32.54,36.8,6.185,14.42448,172,22.774,1.38788206771712,"NS"
"11",1,2022-03-08,887,"29.1",118,"under60",31.75,36.8,4.767,19.3662,156,37.13,1.67218256982356,"NS"
"12",1,2022-03-29,908,"29.8",97,"under60",30.76,37,1.129,17.19585,135,29.815,0.347367971825502,"NS"
"13",1,2022-04-22,932,"30.6",73,"under60",32.54,36.5,0.57,18.33111,120,57.398,0.250411858644354,"NS"
"14",1,2022-05-12,952,"31.2",53,"above60",35.8,37.2,0,22.989015,101,58.022,1.18767831240273,"NS"
"15",1,2022-06-03,974,"31.9",31,"above60",38.2,35.6,0,16.89534,125,36.741,0.194520519680817,"NS"
"16",1,2022-06-20,991,"32.5",14,"above60",42.28,36.1,0,16.978815,93,40.747,0.232488870613254,"NS"
"17",2,2021-07-23,659,"21.6",304,"under60",31.89,37.5,7.287,12.75498,149,28.681,1.06348770391489,"NS"
"18",2,2021-08-27,694,"22.8",269,"under60",31.88,37.7,7.152,12.28752,192,56.41,1.90299823053632,"NS"
"19",2,2021-09-21,719,"23.6",244,"under60",34.32,37.3,8.73,9.61632,173,114.564,1.60137045408207,"NS"
"20",2,2021-10-12,740,"24.3",223,"under60",34.22,37,9.078,9.332505,182,49.745,1.46555275535041,"NS"
"21",2,2021-11-03,762,"25.0",201,"under60",34.78,37.7,9.415,10.91853,183,38.797,2.0848326469013,"NS"
"22",2,2021-11-23,782,"25.6",181,"under60",33.52,37.2,9.195,11.536245,172,43.091,1.65297434335524,"NS"
"23",2,2021-12-14,803,"26.3",160,"under60",33.42,37.1,8.852,11.08548,178,42.897,1.58917310755224,"NS"
"24",2,2022-01-04,824,"27.0",139,"under60",34.3,37.4,9.368,10.017,176,43.006,1.65113578196128,"NS"
"25",2,2022-02-01,852,"27.9",111,"under60",32.52,37.4,7.629,10.234035,162,43.553,0.998696638298086,"NS"
"26",2,2022-02-15,866,"28.4",97,"under60",32.24,36.5,7.231,11.15226,162,25.112,0.677308101297666,"NS"
"27",2,2022-03-08,887,"29.1",76,"under60",31.83,37.1,6.536,9.08208,155,43.938,0.337920968612391,"NS"
"28",2,2022-03-29,908,"29.8",55,"above60",30.19,36.7,3.185,12.95532,145,33.878,-0.0333664366956155,"NS"
"29",2,2022-04-22,932,"30.6",31,"above60",29.62,37.2,1.02,11.235735,109,40.937,-1.14635459072221,"NS"
"30",2,2022-05-12,952,"31.2",11,"above60",32.9,37.5,0,7.629615,93,86.137,-1.62049055747811,"NS"
"31",3,2021-07-23,659,"21.6",157,"under60",26.21,37.6,3.487,10.06152,182,17.572,0.0942316681032968,"NS"
"32",3,2021-08-27,694,"22.8",122,"under60",25.82,37.5,2.913,12.52125,175,32.622,0.257845435693665,"NS"
"33",3,2021-09-21,719,"23.6",97,"under60",26.31,37.1,2.418,12.75498,145,35.931,-0.41478459573201,"NS"
"34",3,2021-10-12,740,"24.3",76,"under60",28.31,37,1.599,9.566235,180,27.107,-0.287781477440276,"NS"
"35",3,2021-11-03,762,"25.0",54,"above60",30.89,37.4,0.105,10.71819,149,96.045,-0.278737683146995,"NS"
"36",3,2021-11-23,782,"25.6",34,"above60",32.99,36.7,0.105,8.898435,136,38.849,-1.03022069137472,"NS"
"37",3,2021-12-14,803,"26.3",13,"above60",32.86,36.2,0,10.000305,65,49.348,-2.32969485146026,"S"
"38",4,2021-07-23,659,"21.6",228,"under60",37.54,36.8,11.542,11.94249,135,86.828,1.76698531212702,"NS"
"39",4,2021-08-27,694,"22.8",193,"under60",41.9,36.8,15.795,14.68047,157,55.837,3.60146361107988,"NS"
"40",4,2021-09-21,719,"23.6",168,"under60",44.78,36.9,19.233,12.6882,148,98.115,4.05514500605402,"NS"
"41",4,2021-10-12,740,"24.3",147,"under60",45.08,36.8,17.83,10.65141,163,54.258,3.653608669323,"NS"
"42",4,2021-11-03,762,"25.0",125,"under60",41.73,37,14.525,12.05379,139,44.119,2.67298004406723,"NS"
"43",4,2021-11-23,782,"25.6",105,"under60",41.08,36.9,15.407,11.569635,145,52.624,2.75235380405351,"NS"
"44",4,2021-12-14,803,"26.3",84,"under60",42.1,37.4,15.74,13.806765,156,46.189,3.64661786214952,"NS"
"45",4,2022-01-04,824,"27.0",63,"under60",42.56,37,15.492,10.601325,145,33.36,2.73568353701543,"NS"
"46",4,2022-02-01,852,"27.9",35,"above60",38.32,36.1,10.959,11.51955,140,41.643,1.39258996401996,"NS"
"47",4,2022-02-15,866,"28.4",21,"above60",37.21,36.3,8.835,4.79703,151,43.913,0.13043799971929,"NS"
"48",4,2022-03-08,887,"29.1",0,"above60",33.73,37,4.764,NA,NA,NA,0.751707957403404,"NS"
"49",5,2021-07-23,659,"21.6",131,"under60",24.42,36.6,2.795,8.39202,161,31.553,-1.1838985311748,"NS"
"50",5,2021-08-27,694,"22.8",96,"under60",22.91,36.8,2.547,10.3509,175,40.909,-0.68892100545388,"NS"
"51",5,2021-09-21,719,"23.6",71,"under60",24.3,37.3,3.781,9.21564,162,47.439,-0.589697190719576,"NS"
"52",5,2021-10-12,740,"24.3",50,"above60",22.53,37.1,2.275,9.24903,175,32.068,-0.863558135613804,"NS"
"53",5,2021-11-03,762,"25.0",28,"above60",18.72,37.1,1.043,8.397585,114,26.682,-2.69965753742682,"S"
"54",5,2021-11-23,782,"25.6",8,"above60",17.72,36.1,0.629,6.77817,123,37.929,-3.30858460346618,"S"
"55",6,2021-07-23,659,"21.6",144,"under60",24.47,36.6,1.692,9.87231,132,23.37,-1.64674874710497,"NS"
"56",6,2021-08-27,694,"22.8",109,"under60",27.64,37.1,2.682,13.51182,176,30.674,0.435769026472663,"NS"
"57",6,2021-09-21,719,"23.6",84,"under60",28.28,37.4,2.555,13.95702,153,37.648,0.267144502010782,"NS"
"58",6,2021-10-12,740,"24.3",63,"under60",28.78,37.2,2.336,13.539645,161,34.145,0.277423002949563,"NS"
"59",6,2021-11-03,762,"25.0",41,"above60",29.1,37.3,1.256,14.09058,144,39.556,-0.0150468834631993,"NS"
"60",6,2021-11-23,782,"25.6",21,"above60",27.47,35.9,0.861,14.15736,167,60.462,-0.26994770913394,"NS"
"61",6,2021-12-14,803,"26.3",0,"above60",20.9,28.8,0.703,NA,NA,NA,-7.56631657942667,"S"
"62",7,2021-07-23,659,"21.6",405,"under60",28.93,37.2,3.965,10.17282,143,26.625,-0.379883412459433,"NS"
"63",7,2021-08-27,694,"22.8",370,"under60",29.43,37.2,4.669,11.55294,181,53.308,0.773110256920054,"NS"
"64",7,2021-09-21,719,"23.6",345,"under60",32.12,37.7,6.316,10.501155,196,77.955,1.64022121571776,"NS"
"65",7,2021-10-12,740,"24.3",324,"under60",30.97,37.3,5.802,10.734885,185,39.804,1.03053327610757,"NS"
"66",7,2021-11-03,762,"25.0",302,"under60",30.5,37.6,5.707,9.432675,183,42.839,0.83617507401346,"NS"
"67",7,2021-11-23,782,"25.6",282,"under60",30.88,36.5,5.578,10.734885,192,69.158,0.900081010520492,"NS"
"68",7,2021-12-14,803,"26.3",261,"under60",31.9,38,6.05,7.31241,156,68.866,0.402992143864977,"NS"
"69",7,2022-01-04,824,"27.0",240,"under60",32.11,36.4,6.717,10.835055,178,40.706,0.834704252629095,"NS"
"70",7,2022-02-01,852,"27.9",212,"under60",30.82,37.2,5.201,10.58463,164,41.522,0.485939989204907,"NS"
"71",7,2022-02-15,866,"28.4",198,"under60",29.03,37.7,4.37,10.5735,171,17.175,0.428298873664645,"NS"
"72",7,2022-03-08,887,"29.1",177,"under60",30.44,37.8,4.459,11.82006,148,42.894,0.480400772303883,"NS"
"73",7,2022-03-29,908,"29.8",156,"under60",29.58,36.7,3.238,10.634715,166,42.234,-0.0667474564215606,"NS"
"74",7,2022-04-22,932,"30.6",132,"under60",30.34,36.5,3.85,8.464365,150,45.238,-0.62096306220928,"NS"
"75",7,2022-05-12,952,"31.2",112,"under60",29.12,37.4,2.752,9.799965,147,41.78,-0.410548409476652,"NS"
"76",7,2022-06-03,974,"31.9",90,"under60",29.08,36.1,2.223,9.599625,144,28.864,-1.10221562277912,"NS"
"77",7,2022-06-20,991,"32.5",73,"under60",30.77,36.7,2.851,10.167255,134,33.168,-0.69183198265511,"NS"
"78",7,2022-07-07,1008,"33.0",56,"above60",30.97,36.2,1.66,10.434375,148,49.436,-0.687160470130228,"NS"
"79",7,2022-07-25,1026,"33.6",38,"above60",32.3,36.8,1.191,12.89967,127,57.154,-0.348976033179389,"NS"
"80",7,2022-08-16,1048,"34.4",16,"above60",33.1,35.9,0,7.21224,136,24.071,-1.65597455598661,"NS"
"81",8,2021-07-23,659,"21.6",227,"under60",26.7,37.3,3.242,12.58803,138,25.449,-0.36509453817975,"NS"
"82",8,2021-08-27,694,"22.8",192,"under60",27.45,36.7,2.646,11.7978,182,35.944,0.100593518912344,"NS"
"83",8,2021-09-21,719,"23.6",167,"under60",29.55,37.3,4.461,10.08378,176,51.93,0.451837261086442,"NS"
"84",8,2021-10-12,740,"24.3",146,"under60",28.78,36.7,3.751,13.305915,154,44.846,0.16139251568638,"NS"
"85",8,2021-11-03,762,"25.0",124,"under60",29.26,37.2,3.735,14.3577,165,44.566,0.769720818588843,"NS"
"86",8,2021-11-23,782,"25.6",104,"under60",29.04,36,3.688,12.738285,105,69.939,-1.00275440594492,"NS"
"87",8,2021-12-14,803,"26.3",83,"under60",28.5,37.1,2.964,13.005405,181,54.72,0.63813261459272,"NS"
"88",8,2022-01-04,824,"27.0",62,"under60",28.78,36.2,2.753,13.15566,157,54.7,-0.114354783676081,"NS"
"89",8,2022-02-01,852,"27.9",34,"above60",28.26,36,2.272,11.135565,146,51.046,-0.860056631711343,"NS"
"90",8,2022-02-15,866,"28.4",20,"above60",29.15,36.7,0.8,10.38429,139,39.192,-1.0113708397338,"NS"
"91",9,2021-07-23,659,"21.6",143,"under60",39.8,37.2,12.515,12.85515,159,47.659,2.76750257805189,"NS"
"92",9,2021-08-27,694,"22.8",108,"under60",40.21,37.2,13.268,13.32261,179,35.231,3.32778433873513,"NS"
"93",9,2021-09-21,719,"23.6",83,"under60",43.05,36.8,15.951,13.005405,166,54.744,3.6222395336584,"NS"
"94",9,2021-10-12,740,"24.3",62,"under60",42.91,37,15.715,11.92023,149,44.942,3.12913769293095,"NS"
"95",9,2021-11-03,762,"25.0",40,"above60",42.48,37.4,15.286,15.309315,160,55.309,3.96748696245591,"NS"
"96",9,2021-11-23,782,"25.6",20,"above60",45.37,37.2,10.506,9.24903,143,49.129,2.14408637204596,"NS"
"97",10,2021-07-23,659,"21.6",360,"under60",26.08,37.4,3,9.2379,148,29.856,-0.789152662547263,"NS"
"98",10,2021-08-27,694,"22.8",325,"under60",25.81,37.3,3.488,9.86118,181,45.777,-0.030482448825165,"NS"
"99",10,2021-09-21,719,"23.6",300,"under60",25.08,37.7,2.649,12.0204,178,48.453,0.235045040075783,"NS"
"100",10,2021-10-12,740,"24.3",279,"under60",25.25,37.2,3.022,9.71649,165,25.792,-0.565157402187777,"NS"
"101",10,2021-11-03,762,"25.0",257,"under60",25.74,37.2,3.472,9.733185,150,29.604,-0.710424882847064,"NS"
"102",10,2021-11-23,782,"25.6",237,"under60",25.24,35.6,3.492,11.769975,171,16.258,-0.669563317271916,"NS"
"103",10,2021-12-14,803,"26.3",216,"under60",26.32,37.7,3.7,10.95192,162,28.247,-0.013145284391216,"NS"
"104",10,2022-01-04,824,"27.0",195,"under60",25.53,37.6,3.056,11.61972,133,24.146,-0.65460257292802,"NS"
"105",10,2022-02-01,852,"27.9",167,"under60",25.4,37.4,2.949,11.98701,161,20.926,-0.194234681940204,"NS"
"106",10,2022-02-15,866,"28.4",153,"under60",25.22,37,2.803,10.85175,172,16.486,-0.383921530208997,"NS"
"107",10,2022-03-08,887,"29.1",132,"under60",25.65,36.7,3.667,8.998605,161,27.446,-0.805165591898346,"NS"
"108",10,2022-03-29,908,"29.8",111,"under60",25.55,36.9,3.049,12.42108,159,18.579,-0.321976649906985,"NS"
"109",10,2022-04-22,932,"30.6",87,"under60",25.21,36.8,2.738,10.05039,163,31.009,-0.726488576570631,"NS"
"110",10,2022-05-12,952,"31.2",67,"under60",25.1,37.2,2.491,12.18735,142,30.23,-0.654014366287956,"NS"
"111",10,2022-06-03,974,"31.9",45,"above60",25.15,36.7,1.895,12.55464,141,21.618,-0.904370419467689,"NS"
"112",10,2022-06-20,991,"32.5",28,"above60",23.66,36.5,1.521,13.639815,148,27.825,-0.857695220698802,"NS"
"113",10,2022-07-07,1008,"33.0",11,"above60",22.31,36.2,0.404,10.48446,105,52.423,-2.51237612917526,"S"
"114",11,2021-07-23,659,"21.6",248,"under60",25.51,36.9,2.625,9.77214,131,23.562,-1.32754496000762,"NS"
"115",11,2021-08-27,694,"22.8",213,"under60",25.57,37.4,2.727,13.05549,171,89.27,0.342975970597785,"NS"
"116",11,2021-09-21,719,"23.6",188,"under60",26.2,37.3,2.626,14.441175,180,37.278,0.603848797881979,"NS"
"117",11,2021-10-12,740,"24.3",167,"under60",25.86,37.3,3.201,13.105575,159,46.68,0.073921765122475,"NS"
"118",11,2021-11-03,762,"25.0",145,"under60",26.38,38.3,2.502,17.245935,169,23.266,1.20462042744261,"NS"
"119",11,2021-11-23,782,"25.6",125,"under60",26.63,37.1,3.561,11.88684,143,33.858,-0.401997389120718,"NS"
"120",11,2021-12-14,803,"26.3",104,"under60",25.99,37.2,3.267,12.22074,142,20.354,-0.472708746113919,"NS"
"121",11,2022-01-04,824,"27.0",83,"under60",25.9,37.1,1.756,11.85345,164,21.429,-0.39699885315598,"NS"
"122",11,2022-02-01,852,"27.9",55,"above60",28.16,37.1,1.69,10.534545,128,43.703,-0.994375207905985,"NS"
"123",11,2022-02-15,866,"28.4",41,"above60",29.49,37.7,0.196,11.86458,124,25.673,-0.757450831598113,"NS"
"124",11,2022-03-08,887,"29.1",20,"above60",30.49,38,0,10.017,96,60.59,-1.29519328777767,"NS"
"125",12,2021-07-23,659,"21.6",453,"under60",25.87,36.3,2.796,9.10434,137,20.851,-1.49963306001424,"NS"
"126",12,2021-08-27,694,"22.8",418,"under60",25.86,36.8,2.912,8.73705,187,45.904,-0.374140268873535,"NS"
"127",12,2021-09-21,719,"23.6",393,"under60",25.85,36.7,3.585,12.58803,185,29.77,0.246503105286592,"NS"
"128",12,2021-10-12,740,"24.3",372,"under60",25.2,36.8,2.849,10.868445,178,35.017,-0.289467450447411,"NS"
"129",12,2021-11-03,762,"25.0",350,"under60",25.65,37.4,3.096,12.3543,174,37.52,0.197858283927285,"NS"
"130",12,2021-11-23,782,"25.6",330,"under60",26.03,36.2,3.106,12.72159,173,59.803,-0.105137187291853,"NS"
"131",12,2021-12-14,803,"26.3",309,"under60",26.36,37,3.858,11.669805,171,27.833,0.0355953709161209,"NS"
"132",12,2022-01-04,824,"27.0",288,"under60",25.95,36.8,3.344,11.61972,164,23.934,-0.302998082790985,"NS"
"133",12,2022-02-01,852,"27.9",260,"under60",25.85,36.5,3.11,9.28242,153,31.113,-1.03001904950318,"NS"
"134",12,2022-02-15,866,"28.4",246,"under60",25.33,36.1,2.913,11.73102,165,16.599,-0.67386301170127,"NS"
"135",12,2022-03-08,887,"29.1",225,"under60",25.26,37.8,2.845,8.84835,166,47.095,-0.432706614666353,"NS"
"136",12,2022-03-29,908,"29.8",204,"under60",24.61,36.7,1.554,10.98531,145,18.224,-1.20685778241658,"NS"
"137",12,2022-04-22,932,"30.6",180,"under60",20.78,36.6,1.854,10.567935,156,28.63,-1.42520983018372,"NS"
"138",12,2022-05-12,952,"31.2",160,"under60",24.77,36.5,2.063,9.599625,150,20.352,-1.32448320209911,"NS"
"139",12,2022-06-03,974,"31.9",138,"under60",24.34,36.6,1.947,11.18565,132,25.879,-1.396409662113,"NS"
"140",12,2022-06-20,991,"32.5",121,"under60",25,35.7,2.276,10.6848,169,17.857,-1.0477615251015,"NS"
"141",12,2022-07-07,1008,"33.0",104,"under60",26.29,35.9,3.185,13.105575,160,30.785,-0.434378977955999,"NS"
"142",12,2022-07-25,1026,"33.6",86,"under60",25.03,37.6,2.789,10.36203,163,24.503,-0.404614076722267,"NS"
"143",12,2022-08-16,1048,"34.4",64,"under60",25,36.8,2.174,10.00587,164,19.911,-0.850663584594718,"NS"
"144",12,2022-09-05,1068,"35.0",44,"above60",25.66,35.9,2.376,12.55464,156,17.323,-0.819220737791255,"NS"
"145",12,2022-09-23,1086,"35.6",26,"above60",23.64,35,1.144,5.826555,98,29.115,-3.68807090096053,"S"
"146",12,2022-10-18,1111,"36.4",1,"above60",23.72,34.2,0.858,7.095375,NA,NA,-3.52111367371796,"S"
"147",13,2021-07-23,659,"21.6",227,"under60",32.35,37.2,7.54,9.966915,160,19.349,0.744818551873211,"NS"
"148",13,2021-08-27,694,"22.8",192,"under60",33.63,36.9,8.354,11.95362,180,27.762,1.60138272357032,"NS"
"149",13,2021-09-21,719,"23.6",167,"under60",33.52,36.9,8.323,11.38599,176,34.854,1.4379233702514,"NS"
"150",13,2021-10-12,740,"24.3",146,"under60",32.58,37.1,7.997,24.74199,188,45.076,3.84502412305593,"NS"
"151",13,2021-11-03,762,"25.0",124,"under60",33.88,37.7,8.976,13.706595,167,33.079,2.08626181367585,"NS"
"152",13,2021-11-23,782,"25.6",104,"under60",30.5,37.1,6.373,16.81743,149,73.137,1.44213917887316,"NS"
"153",13,2021-12-14,803,"26.3",83,"under60",31.9,37.3,6.075,12.6882,155,25.786,0.9023710606823,"NS"
"154",13,2022-01-04,824,"27.0",62,"under60",32.46,37,5.256,10.78497,152,46.64,0.412915701390379,"NS"
"155",13,2022-02-01,852,"27.9",34,"above60",30.2,37.7,1.651,16.46127,125,52.419,0.387237144133015,"NS"
"156",13,2022-02-15,866,"28.4",20,"above60",30.38,37.3,0,12.62142,120,27.255,-0.788462444785289,"NS"
"157",14,2021-07-23,659,"21.6",431,"under60",25.63,37,1.841,9.95022,129,31.549,-1.37756808522309,"NS"
"158",14,2021-08-27,694,"22.8",396,"under60",26.71,37,2.646,12.437775,178,67.253,0.259607382655766,"NS"
"159",14,2021-09-21,719,"23.6",371,"under60",26.16,36.5,2.541,9.91683,170,39.722,-0.641698361087708,"NS"
"160",14,2021-10-12,740,"24.3",350,"under60",26.44,36.4,2.924,9.37146,168,31.36,-0.745613678603903,"NS"
"161",14,2021-11-03,762,"25.0",328,"under60",26.51,37.5,2.76,11.135565,163,29.603,-0.153919179830698,"NS"
"162",14,2021-11-23,782,"25.6",308,"under60",26.96,36.7,3.666,9.54954,176,63.862,-0.205269565798762,"NS"
"163",14,2021-12-14,803,"26.3",287,"under60",27.47,37.8,3.713,12.72159,153,22.304,0.255830607027042,"NS"
"164",14,2022-01-04,824,"27.0",266,"under60",27.03,37.2,3.22,10.08378,167,30.339,-0.246344222471855,"NS"
"165",14,2022-02-01,852,"27.9",238,"under60",26.84,36.8,3.083,11.0187,147,31.487,-0.641339701141264,"NS"
"166",14,2022-02-15,866,"28.4",224,"under60",27.61,36.7,3.848,11.39712,154,34.72,-0.288855529615656,"NS"
"167",14,2022-03-08,887,"29.1",203,"under60",27.11,36.8,3.923,10.734885,145,51.441,-0.518801551372391,"NS"
"168",14,2022-03-29,908,"29.8",182,"under60",27.02,36.2,2.723,11.71989,144,31.846,-0.83703734937248,"NS"
"169",14,2022-04-22,932,"30.6",158,"under60",26.12,36.7,2.174,13.005405,140,49.528,-0.630573957927151,"NS"
"170",14,2022-05-12,952,"31.2",138,"under60",26.24,36.7,2.88,9.38259,139,42.161,-1.15791347750525,"NS"
"171",14,2022-06-03,974,"31.9",116,"under60",26.63,36.7,2.949,11.31921,152,33.505,-0.572358671851096,"NS"
"172",14,2022-06-20,991,"32.5",99,"under60",26.31,37,3.19,10.55124,165,42.121,-0.32348593878745,"NS"
"173",14,2022-07-07,1008,"33.0",82,"under60",24.6,35.9,1.924,10.801665,145,41.885,-1.41662224655132,"NS"
"174",14,2022-07-25,1026,"33.6",64,"under60",26.16,36.5,2.862,13.11114,141,36.752,-0.600265622892492,"NS"
"175",14,2022-08-16,1048,"34.4",42,"above60",26.86,36.8,3.005,15.07002,159,37.448,0.260732075866669,"NS"
"176",14,2022-09-05,1068,"35.0",22,"above60",22.84,35.9,1.573,12.94419,120,45.325,-1.73526875613853,"NS"
"177",14,2022-09-23,1086,"35.6",4,"above60",22.46,34.4,0.702,NA,113,79.247,-3.17073653655944,"S"
"178",15,2021-07-23,659,"21.6",328,"under60",28.15,37.6,3.926,14.25753,162,23.21,0.703937611233798,"NS"
"179",15,2021-08-27,694,"22.8",293,"under60",28.15,37.1,4.364,14.374395,157,37.866,0.550680290301963,"NS"
"180",15,2021-09-21,719,"23.6",268,"under60",29.52,37,5.843,15.38166,162,62.239,1.19594425959967,"NS"
"181",15,2021-10-12,740,"24.3",247,"under60",29.83,37.8,6.509,15.51522,149,52.765,1.3818029888488,"NS"
"182",15,2021-11-03,762,"25.0",225,"under60",29.02,37.3,5.749,14.741685,159,41.829,1.02506844887713,"NS"
"183",15,2021-11-23,782,"25.6",205,"under60",30.34,36.8,6.896,13.34487,168,44.605,1.07883581191021,"NS"
"184",15,2021-12-14,803,"26.3",184,"under60",30.15,37.3,6.88,12.304215,156,77.458,0.943509729124897,"NS"
"185",15,2022-01-04,824,"27.0",163,"under60",29.68,37,6.66,12.15396,141,62.498,0.410728137462902,"NS"
"186",15,2022-02-01,852,"27.9",135,"under60",30.96,37.1,6.262,12.037095,142,43.865,0.465072846626446,"NS"
"187",15,2022-02-15,866,"28.4",121,"under60",29.06,37,4.989,10.25073,165,44.374,0.173533018267694,"NS"
"188",15,2022-03-08,887,"29.1",100,"under60",29.28,36.3,5.231,12.404385,138,43.54,-0.166905236722025,"NS"
"189",15,2022-03-29,908,"29.8",79,"under60",28.35,36.4,3.823,14.908635,144,39.259,0.0854240479825259,"NS"
"190",15,2022-04-22,932,"30.6",55,"above60",28.68,36.4,3.616,11.402685,148,45.361,-0.406063564118601,"NS"
"191",15,2022-05-12,952,"31.2",35,"above60",27.9,36.1,1.689,10.58463,124,50.551,-1.43974071524794,"NS"
"192",15,2022-06-03,974,"31.9",13,"above60",28.71,35.5,0.576,7.329105,146,61.267,-1.85629828730072,"NS"
